,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
941,38041,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,46,13.830779932983457
942,34067,36.0,4.5,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,25,10.586817607031357
943,42767,35.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,40,13.98953296776353
944,42825,39.0,4.6,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,24,19.364274793095092
945,25247,30.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,12.43458552483367
946,23947,33.0,4.9,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,34,4.663419307003287
947,4399,25.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Urban,26,6.128249797931218
948,37188,28.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,4.52828913019458
949,17476,24.0,4.3,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,1.5368588604909863
950,31835,23.0,4.0,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20.442929762531403
951,34337,24.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,2.979598702088427
952,25276,50.0,6.0,,,3,Meal,electric_scooter,0.0,No,Metropolitian,16,9.348431884502418
953,10609,22.0,4.8,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,9.268782493633964
954,27283,37.0,4.7,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,6.050103074300551
955,25655,20.0,4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,1.536913986942279
956,2398,35.0,3.5,Stormy,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,39,10.641042055276348
957,12403,34.0,4.2,Windy,Medium,2,Buffet,scooter,0.0,No,Urban,32,5.959357904205738
958,16577,30.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,,38,13.580373876336532
959,37998,50.0,6.0,,,3,Snack,electric_scooter,1.0,No,Metropolitian,25,10.278860723451313
960,37662,25.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,13.971914787626378
961,42397,35.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24,13.62208523454639
962,19011,26.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,1.5526929429679828
963,1189,32.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,12.292622739214528
964,22227,35.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,9.313347514445379
965,43090,38.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,29,12.46396242676217
966,927,20.0,4.9,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Urban,16,7.600994631313737
967,43436,27.0,4.5,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,1.5303005941809953
968,33540,26.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,4.56122368116472
969,35189,39.0,4.1,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,9.219691659204567
970,23532,35.0,4.4,Windy,High,0,Meal,motorcycle,0.0,Yes,Metropolitian,44,1.5368334398528536
971,13506,20.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,18,1.5725337265584898
972,11667,36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,28,16.826241648639858
973,30319,36.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,20.20634489519143
974,19419,26.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,10.642283429414249
975,0,36.0,4.2,Fog,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,46,10.28058206443576
976,4196,31.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,13.428477357526525
977,29580,36.0,4.7,Stormy,Low,2,Drinks,motorcycle,,No,Metropolitian,24,12.417907729515415
978,27466,38.0,4.7,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,39,7.57344205518359
979,11832,22.0,4.4,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,20.828337442783003
980,41985,28.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,3.0611340144529406
981,12001,38.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20,7.601362669806259
982,12451,20.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,15,3.1049287720089502
983,22274,33.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,25,16.98160450757083
984,42413,28.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,12.42124244267066
985,42983,24.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,20.86362506146105
986,24292,30.0,5.0,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,16.902993744226492
987,13964,24.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,18,20.887572879514586
988,9902,35.0,4.2,Cloudy,Low,1,Drinks,scooter,2.0,No,Metropolitian,37,19.659160370933726
989,38982,24.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,15,20.206316416484
990,23633,33.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,1.5204190046400987
991,41255,30.0,4.7,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,31,7.452607659616049
992,23811,20.0,4.7,Sunny,Medium,2,Drinks,motorcycle,,No,Metropolitian,13,13.392945876824005
993,43776,34.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,9.315028810681339
994,11617,36.0,5.0,Cloudy,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,47,13.631440268137917
995,16666,,,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,7.762500242422377
996,24569,21.0,4.6,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,19,6.1287577015808035
997,44481,24.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,13,13.405500819812064
998,35626,,,,,3,Buffet,bicycle,1.0,No,Metropolitian,16,1.5581322317014603
999,32372,30.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,9.121796528478415
1000,19150,34.0,4.7,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,6.1287577015808035
1001,26747,35.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,3.1051298899949646
1002,3834,24.0,4.5,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,12.435302723251514
1003,41618,21.0,4.9,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,19,19.882650147372537
1004,41252,33.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,4.657625566751807
1005,4528,29.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,18,4.406510549998126
1006,18200,33.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,16.64736472589858
1007,31089,37.0,4.3,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,16.608175423249353
1008,4092,32.0,4.6,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,45,13.587430881104021
1009,17396,21.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,10.563519849283493
1010,14233,36.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,3.109058526369926
1011,15825,27.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,12,1.4898423041565347
1012,28759,24.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,15,16.600060265872717
1013,42127,23.0,4.7,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,12,9.326651351852167
1014,11921,24.0,4.5,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,26,9.054052949855325
1015,29995,23.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,27,7.600983953794711
1016,3226,20.0,4.3,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,52,6.218076509050242
1017,37478,34.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,4.595940523632502
1018,12353,21.0,4.8,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,26,12.09989696000469
1019,6481,26.0,4.8,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,23,13.829931792707404
1020,13889,25.0,4.5,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Urban,15,12.209740515212697
1021,13608,30.0,4.3,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,46,19.68832433575452
1022,31172,32.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,28,7.448970151987273
1023,16728,21.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,7.790424984923866
1024,8841,21.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,19.760798007032676
1025,42265,32.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,1.5147814029387021
1026,40694,20.0,4.9,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,12.237379473443548
1027,10135,27.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,10,1.4923452766918792
1028,40621,23.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,12.463861441829819
1029,4943,22.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,16.903814838139517
1030,43047,29.0,4.4,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,32,19.659625283685873
1031,12341,37.0,4.7,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,26,1.530032020866172
1032,43037,29.0,4.7,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,30,2.9371381391156732
1033,36568,26.0,4.2,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,43,1.5147941791427681
1034,13424,28.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,22,7.490187108807368
1035,14146,29.0,4.5,Sandstorms,Low,1,Snack,scooter,0.0,,Metropolitian,10,1.5094675817485792
1036,30242,34.0,3.8,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,33,17.097996940025908
1037,43036,20.0,4.6,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,29,19.661098170302207
1038,13041,32.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.5525398224454878
1039,11180,27.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,16,7.546361143039469
1040,30729,38.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,28,6.0371931754454975
1041,825,33.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,4.657127681579353
1042,8600,20.0,4.6,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,19,10.710903359460598
1043,19789,27.0,3.7,Sunny,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,53,8.9378801555194
1044,34128,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,,24,12.116886186365793
1045,36417,21.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20.181034547353573
1046,8499,37.0,5.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,7.450285846000673
1047,32231,25.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,23,7.660582694240801
1048,27768,33.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,4.657528073871359
1049,37589,38.0,5.0,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,1.5725337265584898
1050,35316,24.0,4.5,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,12,4.591636071443373
1051,17561,26.0,5.0,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,16.413159711080198
1052,35729,25.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,3.0407893995679687
1053,7419,39.0,4.3,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,32,16.38433434407288
1054,20072,38.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,47,10.427367605968819
1055,12249,39.0,4.2,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,38,20.2875618822922
1056,19762,22.0,4.9,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,12.099170987784424
1057,30051,26.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,17,19.627213905770876
1058,40797,23.0,5.0,Sandstorms,Low,1,Buffet,scooter,,No,Metropolitian,18,7.658776112036346
1059,34074,36.0,4.6,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,30,4.469203457571405
1060,12732,26.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,19,9.435201537103644
1061,10390,28.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,16.997489196394884
1062,4890,38.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,21,3.0408635919883618
1063,44089,22.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,19.661022213462363
1064,5640,33.0,4.8,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,27,6.209021101484128
1065,18121,21.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,9.314115494414798
1066,24862,38.0,,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,1.544137007005701
1067,5292,22.0,4.9,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,16.98219029486803
1068,36117,33.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,25,1.5725337265584898
1069,20430,34.0,4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,32,14.152800689506924
1070,29719,37.0,4.8,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,37,16.601046189384473
1071,45516,31.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,33,6.058874461095304
1072,36864,35.0,4.8,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,49,16.900616226135416
1073,24692,39.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,28,16.903814838139517
1074,9682,28.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.314907489190494
1075,42043,31.0,3.5,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,35,12.234645516928435
1076,918,26.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,Urban,11,9.121796528478415
1077,13069,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,24,19.761880409233967
1078,25630,22.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42,13.989450297015923
1079,40581,31.0,5.0,Fog,Low,0,Drinks,motorcycle,,No,Metropolitian,41,10.866215152778492
1080,28965,50.0,6.0,,,3,Meal,electric_scooter,0.0,No,Metropolitian,20,17902.0849258082
1081,29594,39.0,5.0,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,31,6.29013467758336
1082,10657,39.0,5.0,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,9.314044064568316
1083,34138,,,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,13.405500819812064
1084,16869,34.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,4.47681095376862
1085,23220,32.0,4.4,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,48,12.35024713624341
1086,4410,25.0,4.8,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,22,6.105321332031371
1087,34122,23.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,4.537647566323389
1088,37382,36.0,4.1,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,13.405971717503242
1089,45062,22.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,18,4.65759095503326
1090,18670,22.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,10,1.53674697674336
1091,27870,,,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,6.209250269706474
1092,18736,25.0,4.4,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,39,3.105091097288089
1093,23060,20.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,10,4.67433378761763
1094,45493,33.0,4.8,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,16,7.5625014977038765
1095,43737,21.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,2.9845507905351676
1096,38142,28.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Urban,17,1.5545437308249503
1097,5523,25.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,14,1.5524082339641314
1098,26860,32.0,4.3,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,16.38457427842868
1099,5638,33.0,4.5,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,53,19.916274899799546
1100,22108,29.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,24,3.0250984849820757
1101,40861,24.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,19,9.17624749227049
1102,6742,36.0,4.8,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,4.46916652242376
1103,11823,29.0,4.6,Cloudy,Low,1,Buffet,motorcycle,,No,Urban,11,1.5125236297088864
1104,8590,27.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,13.612393202875259
1105,24024,24.0,4.1,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,44,7.862668167467362
1106,23015,28.0,4.9,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24,3.05936345549117
1107,10926,30.0,3.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,20.177519993020557
1108,5179,30.0,5.0,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,25,17.138105845680688
1109,344,32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,4.717601091654031
1110,6702,36.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,,25,7.54640142152957
1111,15743,39.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,33,1.5545063300123978
1112,40284,21.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,3.024980854855099
1113,21306,34.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,19.97528686239015
1114,11947,29.0,4.5,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,23,4.663310416320807
1115,33704,22.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,9.054602227855089
1116,11511,27.0,4.5,Windy,Jam,2,Meal,scooter,1.0,No,Urban,15,13.970572124497565
1117,40836,39.0,4.5,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,9.220865974717585
1118,20285,37.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20.206420943726602
1119,43399,25.0,4.4,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,12.58026782216666
1120,15135,33.0,4.3,Cloudy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,42,19.68830862051208
1121,24990,32.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,,18,7.651068542780796
1122,28723,38.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,19.39613015460562
1123,35329,37.0,4.2,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,43,20.28668721161273
1124,44204,22.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,13.48136196205675
1125,12492,27.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,16.827953238517534
1126,8082,22.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,12.240858273886175
1127,32889,21.0,4.8,Fog,Jam,2,Snack,scooter,,No,Urban,24,7.761735387747789
1128,21228,30.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,3.1450674354101187
1129,36872,25.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,6.217932880212719
1130,22904,33.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,20.853334608081056
1131,11875,34.0,4.5,Windy,Medium,0,Buffet,motorcycle,,No,Urban,27,7.448303503024418
1132,24905,29.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,9.193093962383628
1133,36879,,,Cloudy,Jam,1,Meal,scooter,1.0,No,Semi-Urban,48,20.181034547353573
1134,40711,38.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,4.65798777420061
1135,39957,37.0,3.6,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,35,20.442929762531403
1136,40045,21.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,5.958586130776118
1137,25419,37.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,3.105533979663673
1138,29889,24.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,13.828140500466104
1139,26908,15.0,1.0,,,3,Meal,electric_scooter,1.0,No,Urban,21,9.313528459056933
1140,16190,33.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,3.0585736596247557
1141,1024,32.0,4.5,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.29013467758336
1142,43528,31.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,20.442929762531403
1143,20779,23.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,10.868244074344394
1144,28950,30.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,9.314030627904389
1145,2647,29.0,4.7,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,33,1.4897777190672068
1146,19834,28.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,18,10.587773645644404
1147,20112,32.0,4.6,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,13.611428630463365
1148,36240,22.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,16,3.06442709379338
1149,30656,32.0,4.1,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,1.5095756016472972
1150,34927,30.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.405611015399672
1151,3605,22.0,4.7,Fog,Jam,1,Meal,scooter,2.0,Yes,Metropolitian,39,13.582337494248948
1152,15230,33.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.755502959425906
1153,18619,31.0,5.0,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,4.657159717712414
1154,43666,33.0,4.5,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,20.205788522340292
1155,39820,31.0,4.8,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,28,17.09838536202398
1156,21848,39.0,4.7,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,10.602417764169543
1157,13260,,,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,33,6.232303380257063
1158,13831,30.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,21,7.6483223546223025
1159,43026,20.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,26,4.596477246435285
1160,20111,35.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,13.788957415835002
1161,30434,22.0,4.5,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,20.558776677122392
1162,11872,38.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.5580874703572998
1163,1092,35.0,5.0,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,16,14.02175080343525
1164,28959,,,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25,1.4898291514790005
1165,36496,33.0,4.6,Windy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,48,12.16151799348487
1166,5646,26.0,4.5,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,19,13.583143866751415
1167,5085,27.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,19.761110067716224
1168,26506,22.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,12.419787918850325
1169,710,38.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,9.056109429987274
1170,1972,35.0,4.3,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,33,1.5525533141576968
1171,16889,38.0,4.6,Cloudy,High,0,Meal,motorcycle,0.0,No,Urban,31,6.03744523631814
1172,26821,21.0,5.0,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,3.0736184691855994
1173,45127,24.0,4.6,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,1.554619808075942
1174,32406,31.0,4.2,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,47,9.315441635177335
1175,2756,28.0,5.0,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,17,17.074283280230897
1176,16812,20.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,16,8.937863682474983
1177,7309,22.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,16.8526889708048
1178,11562,33.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20.253518127456115
1179,36222,33.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,49,13.481268364514982
1180,13420,30.0,4.2,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,43,20.17810087293228
1181,43984,35.0,4.3,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,13.589015006216464
1182,8889,38.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,3.104571867322666
1183,9320,31.0,4.5,Stormy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,25,6.210416158327092
1184,37699,38.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,39,13.893864730580933
1185,16144,37.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,14.152800689506924
1186,45532,33.0,4.3,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,35,6.232180611434428
